CODE_PRODUIT;CODE_ADHERENT;CODE_SITE;SURFACE_PREVISIONNELLE
CO0802;0000391927;D603;55.54
CO0802;0000392342;D625;6
CO0802;0000392573;D614;16.27
CO0802;0000392653;D603;16.38
CO0802;0000394906;D614;48.95
CO0802;0000394906;D625;22.05
CO0802;0000394935;D614;23.56
CO0802;0000395399;D625;56
CO0802;0002037001;D019;30.81
CO0802;0000034242;D517;200
CO0802;0000098652;D667;15
CO0802;0000300961;D669;34.91
CO0802;0000301073;D669;30.36
CO0802;0000302254;D631;34.28
CO0802;0000302502;D666;12.7
CO0802;0000302644;D669;22.96
CO0802;0000390228;D669;14.7
CO0802;0000390396;D667;22.84
CO0802;0000390797;D669;1.49
CO0802;0000390958;D667;25.74
CO0802;0000391310;D669;10
CO0802;0000391396;D667;22.5
CO0802;0000391552;D618;67.11
CO0802;0000391669;D669;35.27
CO0802;0000391726;D669;19.19
CO0802;0000391739;D669;7.56
CO0802;0000391757;D666;60
CO0802;0000392086;D669;24.18
CO0802;0000392103;D613;15
CO0802;0000392132;D669;41.88
CO0802;0000392175;D669;48.64
CO0802;0000392250;D666;48.41
CO0802;0000392250;D667;40
CO0802;0000392669;D674;11.11
CO0802;0000392768;D666;18.72
CO0802;0000392991;D669;20.36
CO0802;0000393501;D667;31.65
CO0802;0000393699;D667;40
CO0802;0000393811;D666;10.22
CO0802;0000393897;D657;9.04
CO0802;0000393925;D663;15
CO0802;0000393926;D666;5
CO0802;0000394206;D666;7.12
CO0802;0000394322;D666;21.09
CO0802;0000394367;D660;30
CO0802;0000394847;D674;8.76
CO0802;0000394878;D666;12.89
CO0802;0000394904;D669;20.19
CO0802;0000395153;D667;0.89
CO0802;0000395252;D669;16.24
CO0802;0000395408;D671;15
CO0802;0002036932;D669;15.67
CO0802;0000010541;D674;8.07
CO0802;0000033314;D674;76.52
CO0802;0000301136;D674;54.27
CO0802;0000301594;D674;11.81
CO0802;0000301657;D674;6.48
CO0802;0000302056;D287;6
CO0802;0000390143;D664;15.53
CO0802;0000390259;D620;13.2
CO0802;0000390746;D662;12.41
CO0802;0000390993;D662;16.93
CO0802;0000391178;D674;39.3
CO0802;0000391180;D620;37.33
CO0802;0000391183;D620;8.88
CO0802;0000391186;D626;10
CO0802;0000391270;D681;12.28
CO0802;0000391317;D674;6.53
CO0802;0000391423;D622;15.64
CO0802;0000391452;D622;28.69
CO0802;0000391511;D681;47.25
CO0802;0000391526;D662;17.54
CO0802;0000391533;D622;13.18
CO0802;0000391541;D626;10
CO0802;0000391715;D664;13.67
CO0802;0000391750;D662;53.56
CO0802;0000391876;D287;21
CO0802;0000391930;D283;18.68
CO0802;0000391946;D626;14
CO0802;0000392049;D620;14.51
CO0802;0000392166;D681;10.75
CO0802;0000392187;D620;15.59
CO0802;0000392286;D620;5.98
CO0802;0000392288;D662;27.71
CO0802;0000392314;D662;11
CO0802;0000392518;D674;24.31
CO0802;0000392707;D681;53.86
CO0802;0000392728;D664;56.33
CO0802;0000392769;D644;45
CO0802;0000392774;D662;18.6
CO0802;0000392932;D674;34.7
CO0802;0000392951;D681;26.99
CO0802;0000393086;D662;27.57
CO0802;0000393191;D662;39.59
CO0802;0000393306;D674;23.71
CO0802;0000393433;D674;11.8
CO0802;0000393649;D674;4.87
CO0802;0000393800;D626;16.05
CO0802;0000394011;D664;26.38
CO0802;0000394030;D674;19.31
CO0802;0000394138;D287;21.25
CO0802;0002036917;D674;7.69
CO0802;0002036979;D662;19.66
CO0802;0002037272;D674;5.62
CO0802;0000301218;D657;15
CO0802;0000301394;D657;21.15
CO0802;0000301892;D673;26.55
CO0802;0000390056;D673;13.17
CO0802;0000390314;D669;7
CO0802;0000390454;D669;12.65
CO0802;0000390583;D657;14.98
CO0802;0000390835;D680;18.04
CO0802;0000391197;D658;25
CO0802;0000391259;D673;25.16
CO0802;0000391294;D657;11.09
CO0802;0000391610;D657;19.18
CO0802;0000391687;D657;9
CO0802;0000391706;D657;15
CO0802;0000391814;D657;35
CO0802;0000391817;D657;41
CO0802;0000391922;D680;29.11
CO0802;0000391960;D657;40.96
CO0802;0000391989;D657;13
CO0802;0000392028;D657;32.71
CO0802;0000392056;D658;15.41
CO0802;0000392144;D673;10.07
CO0802;0000392181;D657;20.03
CO0802;0000392507;D657;15
CO0802;0000392508;D657;18.42
CO0802;0000392510;D657;60
CO0802;0000392679;D680;11.9
CO0802;0000392729;D680;14.18
CO0802;0000392763;D657;15.17
CO0802;0000392842;D657;13.99
CO0802;0000392925;D657;20
CO0802;0000392925;D666;12
CO0802;0000392997;D657;17.32
CO0802;0000393036;D657;15
CO0802;0000393593;D680;5.54
CO0802;0000394794;D680;35
CO0802;0000394831;D673;10
CO0802;0000394863;D658;20
CO0802;0000000096;D018;12.83
CO0802;0000004679;D009;69.84
CO0802;0000006384;D519;10.17
CO0802;0000012382;D009;24.93
CO0802;0000012395;D503;23.55
CO0802;0000017442;D056;11.46
CO0802;0000019713;D056;14
CO0802;0000032329;D056;59.55
CO0802;0000033151;D503;27.5
CO0802;0000033224;D018;2.25
CO0802;0000033253;D009;33
CO0802;0000033293;D009;41.2
CO0802;0000033379;D014;13.84
CO0802;0000033418;D014;10
CO0802;0000033494;D014;6.04
CO0802;0000034052;D059;14.11
CO0802;0000034079;D009;44.09
CO0802;0000034088;D614;15
CO0802;0000034265;D014;13
CO0802;0000034548;D056;40.2
CO0802;0000045193;D018;17.85
CO0802;0000045506;D014;9
CO0802;0000045671;D513;110
CO0802;0000047526;D040;14.21
CO0802;0000053031;D009;8.63
CO0802;0000054234;D056;20.27
CO0802;0000071302;D059;31.05
CO0802;0000072580;D014;4.2
CO0802;0000081335;D059;31.98
CO0802;0000085461;D018;84.96
CO0802;0000086463;D044;14
CO0802;0000087001;D014;59.12
CO0802;0000088046;D009;20.24
CO0802;0000088842;D054;14.67
CO0802;0000089418;D052;100
CO0802;0000091384;D501;11.1
CO0802;0000299896;D014;20.41
CO0802;0000300507;D052;35.08
CO0802;0000300739;D056;33.27
CO0802;0000300823;D056;7.29
CO0802;0000300897;D014;15
CO0802;0000300897;D614;10.56
CO0802;0000300912;D056;16.02
CO0802;0000301596;D614;33.67
CO0802;0000302188;D009;8.19
CO0802;0000302564;D052;13.5
CO0802;0000380250;D503;9.01
CO0802;0000383333;D056;11.35
CO0802;0000394851;D014;6
CO0802;0002036939;D009;9.68
CO0802;0002037206;D614;19.73
CO0802;0002037208;D503;10.34
CO0802;0002037255;D014;3.09
CO0802;0000060505;D012;108
CO0802;0000002655;D032;29.75
CO0802;0000010313;D013;6.58
CO0802;0000020345;D013;4
CO0802;0000020432;D012;34
CO0802;0000021055;D001;18.86
CO0802;0000022710;D013;15
CO0802;0000026619;D013;16
CO0802;0000033217;D032;26.3
CO0802;0000033291;D013;22
CO0802;0000033355;D032;20
CO0802;0000033369;D013;35
CO0802;0000033380;D013;38.31
CO0802;0000033810;D512;16.36
CO0802;0000033872;D013;40
CO0802;0000033963;D512;16.16
CO0802;0000033966;D512;23.24
CO0802;0000039887;D013;12
CO0802;0000041432;D013;16.48
CO0802;0000045311;D032;34.17
CO0802;0000050421;D512;27.98
CO0802;0000050463;D013;20
CO0802;0000064423;D012;8.09
CO0802;0000066815;D013;16.82
CO0802;0000076578;D512;19.7
CO0802;0000087087;D512;30
CO0802;0000088074;D013;18.84
CO0802;0000095972;D013;50
CO0802;0000096596;D013;12.3
CO0802;0000097906;D013;31.64
CO0802;0000300090;D012;21
CO0802;0000300105;D013;25.4
CO0802;0000300879;D512;10
CO0802;0000301149;D512;6
CO0802;0000301217;D031;35
CO0802;0000301896;D512;26.33
CO0802;0000301916;D013;30
CO0802;0000302007;D013;9
CO0802;0000380697;D512;20.2
CO0802;0000382523;D512;36.29
CO0802;0000384288;D013;19.3
CO0802;0000384771;D512;19
CO0802;0000599033;D013;57.86
CO0802;0000007926;D031;30.41
CO0802;0000010182;D041;12
CO0802;0000023866;D041;4.5
CO0802;0000030576;D031;18
CO0802;0000031760;D031;19.33
CO0802;0000033142;D041;15
CO0802;0000033277;D031;24
CO0802;0000033310;D041;15
CO0802;0000033396;D033;18
CO0802;0000033511;D041;14.77
CO0802;0000033520;D012;16
CO0802;0000033760;D031;32
CO0802;0000033934;D041;11.56
CO0802;0000034020;D041;10.5
CO0802;0000034021;D041;2
CO0802;0000034225;D012;43
CO0802;0000034253;D031;55
CO0802;0000041463;D033;10
CO0802;0000042646;D033;4
CO0802;0000048701;D031;30
CO0802;0000052075;D041;12
CO0802;0000056531;D041;10
CO0802;0000068271;D033;6
CO0802;0000087545;D031;10.97
CO0802;0000097181;D033;9.01
CO0802;0000300095;D031;10
CO0802;0000300404;D031;8
CO0802;0000300704;D031;8
CO0802;0000300737;D033;12
CO0802;0000301181;D033;35
CO0802;0000301319;D031;36.79
CO0802;0000301710;D031;6
CO0802;0000302333;D031;6
CO0802;0000302446;D031;25
CO0802;0000302446;D508;25
CO0802;0000505235;D065;20.36
CO0802;0002036604;D012;76
CO0802;0002037226;D041;30
CO0802;0002037554;D033;20
CO0802;0000008929;D049;10
CO0802;0000009863;D068;17.3
CO0802;0000012526;D049;20
CO0802;0000018064;D068;40
CO0802;0000019662;D074;10
CO0802;0000024908;D049;29
CO0802;0000025185;D049;13
CO0802;0000033145;D068;20
CO0802;0000033165;D049;50
CO0802;0000033465;D068;20
CO0802;0000033516;D074;72
CO0802;0000033947;D074;13
CO0802;0000034278;D038;23.8
CO0802;0000041435;D038;15
CO0802;0000042314;D049;27
CO0802;0000045471;D074;44
CO0802;0000045580;D049;28
CO0802;0000053502;D038;6
CO0802;0000060466;D032;20.26
CO0802;0000070951;D511;4
CO0802;0000087008;D068;58
CO0802;0000087016;D049;72.83
CO0802;0000088111;D049;21
CO0802;0000088113;D049;58.73
CO0802;0000088146;D508;21
CO0802;0000088698;D041;31.46
CO0802;0000095107;D524;16
CO0802;0000299939;D068;56
CO0802;0000299995;D074;8
CO0802;0000301009;D049;50.65
CO0802;0000301881;D038;14
CO0802;0000302461;D049;11
CO0802;0000385860;D074;20.5
CO0802;0002036571;D049;29
CO0802;0000010825;D062;10.48
CO0802;0000017591;D016;2.07
CO0802;0000021206;D026;11
CO0802;0000033281;D065;32
CO0802;0000033295;D015;6
CO0802;0000033401;D026;13
CO0802;0000033435;D031;29.38
CO0802;0000033466;D011;16
CO0802;0000033541;D010;17
CO0802;0000033701;D026;37.77
CO0802;0000033718;D026;30.22
CO0802;0000034181;D026;19.01
CO0802;0000045902;D026;75
CO0802;0000046653;D011;6
CO0802;0000056547;D065;29
CO0802;0000059120;D015;29.62
CO0802;0000063720;D016;11.12
CO0802;0000073237;D026;2.73
CO0802;0000087059;D062;90
CO0802;0000087066;D026;19.41
CO0802;0000097556;D065;7
CO0802;0000299924;D026;33
CO0802;0000300882;D026;10
CO0802;0000301126;D508;52
CO0802;0000301376;D062;5
CO0802;0000301845;D033;12.47
CO0802;0000301873;D026;61
CO0802;0000302004;D010;10.5
CO0802;0000302348;D087;11.51
CO0802;0000302584;D010;12
CO0802;0000302623;D010;26
CO0802;0000381131;D016;7
CO0802;0000381614;D011;13
CO0802;0000382236;D026;21
CO0802;0000383813;D016;10
CO0802;0002036621;D062;8
CO0802;0000002967;D508;59.28
CO0802;0000018990;D508;14
CO0802;0000030711;D508;15
CO0802;0000033025;D508;27.13
CO0802;0000033280;D026;60
CO0802;0000033900;D508;28
CO0802;0000033982;D026;20.53
CO0802;0000034043;D031;40
CO0802;0000034187;D513;65
CO0802;0000040568;D513;27.24
CO0802;0000045542;D508;39.56
CO0802;0000046506;D508;25
CO0802;0000074019;D026;19.83
CO0802;0000090023;D508;8.04
CO0802;0000092760;D026;38.9
CO0802;0000299893;D026;60
CO0802;0000300929;D508;15.03
CO0802;0000301257;D508;13.54
CO0802;0000380668;D508;8.96
CO0802;0000380671;D508;15
CO0802;0000380673;D508;5.03
CO0802;0000382290;D508;8.13
CO0802;0000382808;D508;26.18
CO0802;0000382813;D508;28.56
CO0802;0000382819;D508;5.27
CO0802;0000384013;D508;2.36
CO0802;0000384032;D508;40
CO0802;0000385408;D508;12.82
CO0802;0000385850;D508;20
CO0802;0000386891;D031;80
CO0802;0002036923;D508;10
CO0802;0000006335;D054;17.87
CO0802;0000033226;D052;36
CO0802;0000033335;D514;22
CO0802;0000033409;D044;13
CO0802;0000033767;D052;12
CO0802;0000041465;D044;10
CO0802;0000083412;D501;30
CO0802;0000301190;D501;28
CO0802;0000381903;D501;13
CO0802;0000385817;D514;10
CO0802;0000599106;D513;15.9
CO0802;0000033041;D511;12
CO0802;0000045472;D074;15
CO0802;0000079736;D501;10.42
CO0802;0000300795;D066;7.5
CO0802;0000300975;D074;3.3
CO0802;0000301579;D514;31
CO0802;0000301640;D511;1.8
CO0802;0000301664;D511;10.78
CO0802;0000301672;D511;19.87
CO0100;0000385919;D509;20
CO0802;0000302638;D514;5.35
CO0802;0000385688;D511;10.77
CO0802;0000385726;D511;5.43
CO0802;0000385819;D514;10
CO0313;0000385919;D509;13
CO0502;0000385919;D509;5
CO0802;0000385964;D511;12.37
CO0802;0000386003;D511;3
CO0802;0000386012;D511;13.82
CO0802;0000386197;D066;10
CO0802;0000386309;D514;8
CO0802;0000386368;D514;20
CO0802;0000386859;D514;30
CO0802;0000367368;D710;34
CO0802;0000367395;D710;8
CO0802;0000368222;D710;25
CO0802;0000368291;D710;10
CO0802;0000368367;D710;6
CO0802;0000368536;D710;20
CO0802;0000368547;D710;8
CO0802;0000368651;D710;12
CO0802;0000368719;D710;2
CO0802;0000368781;D710;10
CO0802;0000363073;D705;25
CO0802;0000364409;D702;15
CO0802;0000364560;D705;6
CO0802;0000364811;D702;25
CO0802;0000366753;D707;20
CO0802;0002036950;D705;15
CO0802;0002037584;D705;8
CO0802;0000362885;D700;15
CO0802;0000365328;D700;8
CO0802;0000367332;D703;10
CO0802;0000367511;D608;120
CO0802;0000369080;D700;10
CO0802;0002036835;D702;50
CO0802;0000301981;D707;14
CO0802;0002037165;D707;1.7
CO0802;0000368319;D710;12
CO0802;0000369069;D742;2
CO0802;0002037363;D709;15
CO0802;0000709921;D003;110
CO0900;0000301797;D606;6
CO0900;0000390732;D628;7.79
CO0900;0000393361;D638;5.11
CO0900;0000394292;D676;3.32
CO0900;0000394799;D611;18.09
CO0900;0000391371;D609;0.99
CO0900;0000392099;D610;1
CO0900;0000392501;D609;3.23
CO0900;0000394046;D677;16.95
CO0900;0000395140;D678;14.19
CO0900;0002037147;D679;4.66
CO0900;0002036978;D639;2
CO0900;0000033183;D525;6.08
CO0900;0000033251;D525;6.13
CO0900;0000088116;D525;12.8
CO0900;0000091331;D606;14.96
CO0900;0000033537;D003;11.4
CO0900;0000301856;D003;8.05
CO0900;0000299279;D110;1.14
CO0900;0000421109;D111;7
CO0900;0000140156;D107;9.1
CO0900;0000300918;D107;5.5
CO0900;0000401903;D107;2.56
CO0900;0000504140;D220;16.56
CO0900;0000301744;D046;3
CO0900;0000400572;D105;4
CO0900;0000430866;D105;7.3
CO0900;0000248705;D416;6.08
CO0900;0000504069;D416;8
CO0900;0000505297;D220;4.5
CO0900;0000505867;D416;5
CO0900;0000012780;D063;8.67
CO0900;0000302637;D210;5.7
CO0900;0000458013;D210;7.51
CO0900;0000500622;D210;5.63
CO0900;0000501155;D210;10.54
CO0900;0000502081;D210;3.15
CO0900;0000504161;D063;1.78
CO0900;0000501382;D201;3.87
CO0900;0000033256;D017;4.46
CO0900;0000033449;D087;1.28
CO0900;0000079346;D017;4.64
CO0900;0000088060;D017;7.15
CO0900;0000094108;D017;4.4
CO0900;0000297539;D220;2.37
CO0900;0000045744;D424;12.81
CO0900;0000104176;D424;13.3
CO0900;0000300056;D210;1.27
CO0900;0000501570;D100;8.75
CO0900;0002036679;D424;2.8
CO0900;0000295295;D114;8
CO0900;0000301637;D112;4.25
CO0900;0000424079;D112;13.8
CO0900;0000113531;D202;10
CO0900;0000295691;D464;33.39
CO0900;0000297572;D106;50
CO0900;0000500523;D106;12
CO0900;0000033821;D632;2.27
CO0900;0000285249;D405;10
CO0900;0000438014;D669;28
CO0900;0000244785;D462;3
CO0900;0000300892;D216;5.06
CO0900;0000437471;D419;4
CO0900;0000231905;D216;1
CO0900;0000301654;D222;1.5
CO0900;0000391705;D632;3.38
CO0900;0000501236;D209;1.92
CO0900;0000504166;D209;3.29
CO0900;0000504254;D222;18
CO0900;0002036952;D222;0.5
CO0900;0000393313;D644;3.16
CO0900;0000300465;D441;17.81
CO0900;0000391625;D441;3
CO0900;0000393303;D675;13
CO0900;0000279432;D143;1.55
CO0900;0000466081;D116;5.5
CO0900;0000391880;D656;1.45
CO0900;0000246867;D652;53.91
CO0900;0000390500;D672;11.59
CO0900;0000392199;D651;7
CO0900;0000390506;D611;9.87
CO0900;0000392736;D620;7.24
CO0900;0000299903;D632;16.56
CO0900;0000391354;D631;16.22
CO0900;0000391407;D659;6.59
CO0900;0000391570;D659;1.3
CO0900;0000391781;D633;7.85
CO0900;0000391961;D631;3.39
CO0900;0000393678;D631;7.53
CO0900;0000030489;D613;9.38
CO0900;0000302644;D669;4.06
CO0900;0000391726;D669;12.2
CO0900;0000392250;D666;8.98
CO0900;0000033494;D611;7.48
CO0900;0000045506;D059;15
CO0900;0000060505;D012;17
CO0900;0000050463;D013;2
CO0900;0000382523;D512;1.59
CO0900;0002037083;D001;24
CO0900;0000033458;D524;16
CO0900;0000053502;D038;1
CO0900;0000300021;D074;45
CO0900;0000082013;D062;5.5
CO0900;0000301158;D010;2.5
CO0900;0000033280;D026;3.48
CO0900;0000090023;D508;2.6
CO0900;0000300929;D508;3.49
CO0900;0000384032;D513;22
CO0900;0000599106;D513;15
CO0900;0000033041;D511;2
CO0901;0000392325;D621;1.17
CO0901;0000393614;D622;2.47
CO0901;0000302608;D525;4.7
CO0901;0000392615;D674;15.45
CO0901;0000033314;D674;24.52
CO0901;0000301594;D674;6.53
CO0901;0000390123;D674;7.75
CO0901;0000391930;D662;4.93
CO0901;0000393433;D674;5.08
CO0901;0000393911;D674;12.82
CO0901;0000033409;D044;8
CO1001;0000301184;D609;4.56
CO1001;0000302331;D612;12.95
CO1001;0000391238;D609;4.99
CO1001;0000391371;D609;7.79
CO1001;0000391646;D608;13.08
CO1001;0000392079;D609;6.27
CO1001;0000392501;D609;7.3
CO1001;0002036517;D608;3.03
CO1001;0000381990;D606;6.93
CO1001;0000390477;D628;10.9
CO1001;0002036937;D628;12
CO1001;0000599067;D017;25.54
CO1001;0000033417;D008;17.46
CO1001;0000046309;D008;11.75
CO1001;0000216653;D404;5.62
CO1001;0000302290;D490;5.68
CO1001;0000391365;D632;8.17
CO1001;0000424486;D105;9
CO1001;0000269310;D128;16.31
CO1001;0000502492;D411;8.65
CO1001;0000001704;D632;8.42
CO1001;0000033462;D020;2.9
CO1001;0000033835;D014;5
CO1001;0000073035;D020;7.36
CO1001;0000088482;D037;10.53
CO1001;0000301202;D632;4
CO1001;0000301622;D632;5.32
CO1001;0000124142;D440;5.31
CO1001;0000390091;D642;5.03
CO1001;0000391325;D653;6.3
CO1001;0000391815;D642;14.7
CO1001;0000392178;D653;15.21
CO1001;0000392225;D656;5
CO1001;0000392745;D653;11.01
CO1001;0000392780;D642;10.57
CO1001;0000392833;D281;6.86
CO1001;0000117777;D435;30
CO1001;0000281300;D435;13.59
CO1001;0000287053;D405;11.89
CO1001;0000288868;D426;6.21
CO1001;0000300365;D435;9.38
CO1001;0000300465;D441;11.08
CO1001;0000301587;D441;4.91
CO1001;0000391487;D672;11.13
CO1001;0000391833;D441;11.41
CO1001;0000392251;D654;14
CO1001;0000394864;D441;8.04
CO1001;0002036625;D652;11.52
CO1001;0002037562;D405;12
CO1001;0000233963;D476;4.44
CO1001;0000301895;D649;7.63
CO1001;0000392023;D653;8.54
CO1001;0000301834;D660;11.47
CO1001;0000302253;D661;8.28
CO1001;0000392541;D637;10.46
CO1001;0000395319;D682;12.15
CO1001;0002036750;D661;3.1
CO1001;0000301377;D609;8
CO1001;0000301389;D611;3.95
CO1001;0000302365;D616;4.83
CO1001;0000392736;D620;5.4
CO1001;0000394299;D620;12.12
CO1001;0000192329;D633;10.55
CO1001;0000302010;D631;3.83
CO1001;0000390073;D631;5.86
CO1001;0000390218;D631;14.1
CO1001;0000391658;D659;6.62
CO1001;0000391672;D633;14.26
CO1001;0000392224;D633;14.29
CO1001;0000392259;D631;29.29
CO1001;0000392280;D633;13.28
CO1001;0000392332;D631;2.07
CO1001;0000393322;D633;7.87
CO1001;0000393373;D633;8.97
CO1001;0000393678;D631;8.59
CO1001;0000394186;D633;3
CO1001;0000394191;D631;5.37
CO1001;0000394764;D633;7.75
CO1001;0000395409;D633;15.13
CO1001;0000034298;D605;6.24
CO1001;0000046122;D605;7.77
CO1001;0000392276;D605;1.09
CO1001;0000391518;D603;20
CO1001;0000300961;D669;11.92
CO1001;0000301073;D669;4.5
CO1001;0000302254;D631;15.98
CO1001;0000390228;D669;8.14
CO1001;0000391396;D667;10.15
CO1001;0000391669;D669;23.71
CO1001;0000392086;D669;9.08
CO1001;0000394322;D666;5.34
CO1001;0000394878;D666;6.4
CO1001;0002036932;D669;10.43
CO1001;0000391423;D622;6.63
CO1001;0000390056;D673;4.86
CO1001;0000390454;D669;4.63
CO1001;0000391610;D657;6.74
CO1001;0000391687;D657;6.81
CO1001;0000391922;D680;13.43
CO1001;0000392056;D618;4.29
CO1001;0000392144;D673;17.78
CO1001;0000392181;D618;25.24
CO1001;0000392679;D680;12.42
CO1001;0000392908;D657;19.28
CO1001;0000393593;D680;3.87
CO1001;0000301884;D056;2.03
CO1001;0000033493;D026;10
CO1001;0000033853;D015;8.66
CO1001;0000034151;D026;9.84
CO1002;0000071202;D021;10.66
CO1002;0000393614;D622;4.5
CO1002;0000301184;D608;4.56
CO1002;0000302331;D608;12.95
CO1002;0000391238;D609;4.99
CO1002;0000391371;D609;7.79
CO1002;0000391646;D608;13.08
CO1002;0000392079;D608;6.27
CO1002;0000392501;D609;7.3
CO1002;0000394858;D611;5.78
CO1002;0002036517;D608;3.03
CO1002;0000391185;D677;0.21
CO1002;0000381990;D606;6.93
CO1002;0000395140;D638;12.83
CO1002;0002036888;D612;10.49
CO1002;0000302352;D639;7.65
CO1002;0000394837;D602;5.24
CO1002;0000390477;D628;10.9
CO1002;0000599067;D017;25.54
CO1002;0000003103;D008;6
CO1002;0000009764;D008;10
CO1002;0000033223;D008;13
CO1002;0000033250;D008;19.9
CO1002;0000033264;D008;9
CO1002;0000033417;D008;17.46
CO1002;0000034068;D008;5.58
CO1002;0000034152;D040;22.35
CO1002;0000034183;D008;8
CO1002;0000045221;D018;10
CO1002;0000045434;D008;7
CO1002;0000046309;D008;11.75
CO1002;0000088910;D008;10.44
CO1002;0000093714;D008;8
CO1002;0000134876;D404;14.72
CO1002;0000216653;D404;5.62
CO1002;0000302290;D404;5.68
CO1002;0000390351;D019;6
CO1002;0000391365;D632;8.17
CO1002;0002037330;D008;6
CO1002;0000430789;D105;13
CO1002;0000244793;D102;7.5
CO1002;0000269310;D128;16.31
CO1002;0000089989;D017;7.8
CO1002;0000093996;D034;3.4
CO1002;0000502492;D411;8.64
CO1002;0000298179;D112;2
CO1002;0000001704;D632;8.42
CO1002;0000055991;D632;9.5
CO1002;0000073035;D020;7.36
CO1002;0000088482;D037;10.53
CO1002;0000090054;D632;33
CO1002;0000136252;D405;8
CO1002;0000231719;D405;11
CO1002;0000250251;D402;12.7
CO1002;0000285249;D405;22
CO1002;0000300074;D632;9
CO1002;0000300356;D405;4
CO1002;0000301202;D632;9.54
CO1002;0000301622;D632;5.32
CO1002;0000391359;D635;14.59
CO1002;0000435694;D402;2
CO1002;0000124142;D440;5.31
CO1002;0000241496;D412;5.5
CO1002;0000243212;D439;10.58
CO1002;0000263871;D418;7.08
CO1002;0000286723;D439;5
CO1002;0000290805;D412;6.01
CO1002;0000291146;D157;7.54
CO1002;0000299444;D439;10.99
CO1002;0000299836;D442;5.34
CO1002;0000300396;D272;9.7
CO1002;0000300905;D440;11.44
CO1002;0000301147;D412;16
CO1002;0000301340;D439;9.78
CO1002;0000292634;D217;1
CO1002;0000234343;D490;2
CO1002;0000256927;D419;1
CO1002;0000291575;D490;30
CO1002;0000301360;D490;12
CO1002;0000391705;D632;15.33
CO1002;0000503298;D209;11.79
CO1002;0000503633;D222;10.86
CO1002;0000504083;D222;5.02
CO1002;0000504166;D209;11
CO1002;0000392225;D656;18.7
CO1002;0000107132;D157;20
CO1002;0000109806;D300;30
CO1002;0000113807;D426;30
CO1002;0000116359;D426;20
CO1002;0000282499;D441;15
CO1002;0000287548;D405;25
CO1002;0000289496;D272;15.63
CO1002;0000290211;D426;7
CO1002;0000291399;D435;8
CO1002;0000301585;D405;10
CO1002;0000391335;D652;9
CO1002;0000391625;D441;7
CO1002;0000391783;D675;12
CO1002;0000391988;D654;16
CO1002;0000392545;D654;22
CO1002;0000393303;D675;27
CO1002;0002037562;D405;10
CO1002;0000117688;D456;9.39
CO1002;0000228706;D116;6.34
CO1002;0000299852;D116;10
CO1002;0000425982;D116;21
CO1002;0000301311;D617;4.32
CO1002;0000302370;D617;26.44
CO1002;0000390128;D617;22
CO1002;0000390724;D617;28.6
CO1002;0000392055;D617;23.51
CO1002;0000392254;D617;16.05
CO1002;0000392517;D648;4
CO1002;0000392532;D617;30
CO1002;0000394977;D617;16.5
CO1002;0000394992;D617;10
CO1002;0002037192;D617;20
CO1002;0000390061;D656;21.22
CO1002;0000393059;D643;4.66
CO1002;0000301895;D649;7.63
CO1002;0000391794;D656;3.03
CO1002;0000392019;D649;7.08
CO1002;0000392019;D653;9
CO1002;0000392023;D653;8.54
CO1002;0000392514;D649;5.39
CO1002;0000394944;D649;19
CO1002;0000246867;D665;37.39
CO1002;0000301048;D654;18.61
CO1002;0000390030;D651;8.49
CO1002;0000391951;D654;11.87
CO1002;0000392036;D675;35.1
CO1002;0000392091;D651;8
CO1002;0000392183;D651;18.17
CO1002;0000392199;D651;6.89
CO1002;0000392261;D651;8.27
CO1002;0000392515;D649;12.12
CO1002;0000392523;D651;10.73
CO1002;0000392727;D651;12.3
CO1002;0000392868;D675;12.28
CO1002;0000392960;D675;26.72
CO1002;0002036508;D647;4.72
CO1002;0000302253;D661;8.28
CO1002;0000302692;D660;10
CO1002;0000392498;D660;4.14
CO1002;0000392541;D637;10.46
CO1002;0000395319;D682;12.15
CO1002;0002036750;D661;3.1
CO1002;0000301377;D609;8
CO1002;0000301389;D611;6.07
CO1002;0000302365;D616;4.83
CO1002;0000392549;D674;15.9
CO1002;0000392736;D620;5.4
CO1002;0000394299;D681;12.16
CO1002;0000192329;D633;10.55
CO1002;0000302010;D667;3.83
CO1002;0000390073;D631;5.86
CO1002;0000390218;D631;14.1
CO1002;0000390378;D633;21.27
CO1002;0000391354;D631;16.84
CO1002;0000391658;D659;6.62
CO1002;0000391672;D633;14.26
CO1002;0000391961;D631;11.58
CO1002;0000392224;D633;14.29
CO1002;0000392259;D631;29.29
CO1002;0000392280;D633;13.28
CO1002;0000392332;D631;2.07
CO1002;0000393322;D633;15.32
CO1002;0000393373;D633;4.4
CO1002;0000393678;D631;8.59
CO1002;0000394186;D633;3
CO1002;0000394191;D631;5.37
CO1002;0000394764;D633;7.75
CO1002;0000395409;D633;15.13
CO1002;0000395442;D633;7.5
CO1002;0000029295;D605;5.92
CO1002;0000033747;D007;6.42
CO1002;0000034215;D605;10.39
CO1002;0000394395;D605;5.72
CO1002;0000395445;D605;20.96
CO1002;0000015957;D006;5.41
CO1002;0000017571;D613;8.06
CO1002;0000033303;D613;8.14
CO1002;0000033467;D006;5.65
CO1002;0000033723;D605;13.5
CO1002;0000033927;D613;5.56
CO1002;0000034266;D605;10
